"Plan_Fahrt_Id";"SITZPLAETZE";"KAP_1m2";"KAP_2m2";"KAP_3m2";"KAP_4m2"
32535;48;62.37;76.74;91.11;105.48
32536;48;62.37;76.74;91.11;105.48
32537;48;62.37;76.74;91.11;105.48
32538;48;62.37;76.74;91.11;105.48
32539;48;62.37;76.74;91.11;105.48
32540;48;62.37;76.74;91.11;105.48
32541;48;62.37;76.74;91.11;105.48
32542;48;62.37;76.74;91.11;105.48
32543;48;62.37;76.74;91.11;105.48
32544;48;62.37;76.74;91.11;105.48
32545;48;62.37;76.74;91.11;105.48
32546;48;62.37;76.74;91.11;105.48
32547;48;62.37;76.74;91.11;105.48
32548;48;62.37;76.74;91.11;105.48
32549;48;62.37;76.74;91.11;105.48
32550;48;62.37;76.74;91.11;105.48
32551;48;62.37;76.74;91.11;105.48
32552;48;62.37;76.74;91.11;105.48
32553;48;62.37;76.74;91.11;105.48
32556;48;62.37;76.74;91.11;105.48
32557;48;62.37;76.74;91.11;105.48
32558;48;62.37;76.74;91.11;105.48
32559;48;62.37;76.74;91.11;105.48
32560;48;62.37;76.74;91.11;105.48
32561;48;62.37;76.74;91.11;105.48
32562;48;62.37;76.74;91.11;105.48
32563;48;62.37;76.74;91.11;105.48
32564;48;62.37;76.74;91.11;105.48
32565;48;62.37;76.74;91.11;105.48
32566;48;62.37;76.74;91.11;105.48
32567;48;62.37;76.74;91.11;105.48
32568;48;62.37;76.74;91.11;105.48
32569;48;62.37;76.74;91.11;105.48
32570;48;62.37;76.74;91.11;105.48
32571;48;62.37;76.74;91.11;105.48
32572;48;62.37;76.74;91.11;105.48
32573;48;62.37;76.74;91.11;105.48
32574;48;62.37;76.74;91.11;105.48
32575;48;62.37;76.74;91.11;105.48
32576;48;62.37;76.74;91.11;105.48
32577;48;62.37;76.74;91.11;105.48
32578;48;62.37;76.74;91.11;105.48
32579;48;62.37;76.74;91.11;105.48
32580;48;62.37;76.74;91.11;105.48
32581;48;62.37;76.74;91.11;105.48
32582;48;62.37;76.74;91.11;105.48
32583;48;62.37;76.74;91.11;105.48
32584;48;62.37;76.74;91.11;105.48
32585;48;62.37;76.74;91.11;105.48
32586;48;62.37;76.74;91.11;105.48
32587;48;62.37;76.74;91.11;105.48
32588;48;62.37;76.74;91.11;105.48
32589;48;62.37;76.74;91.11;105.48
32590;48;62.37;76.74;91.11;105.48
32591;48;62.37;76.74;91.11;105.48
32594;90;122.7;155.4;188.1;220.8
32596;90;122.7;155.4;188.1;220.8
32597;90;122.7;155.4;188.1;220.8
32598;90;122.7;155.4;188.1;220.8
32599;90;122.7;155.4;188.1;220.8
32600;90;122.7;155.4;188.1;220.8
32601;90;122.7;155.4;188.1;220.8
32602;90;122.7;155.4;188.1;220.8
32603;90;122.7;155.4;188.1;220.8
32604;90;122.7;155.4;188.1;220.8
32605;90;122.7;155.4;188.1;220.8
32606;90;122.7;155.4;188.1;220.8
32607;90;122.7;155.4;188.1;220.8
32608;90;122.7;155.4;188.1;220.8
32609;90;122.7;155.4;188.1;220.8
32610;90;122.7;155.4;188.1;220.8
32611;90;122.7;155.4;188.1;220.8
32612;90;122.7;155.4;188.1;220.8
32613;90;122.7;155.4;188.1;220.8
32615;90;122.7;155.4;188.1;220.8
32616;90;122.7;155.4;188.1;220.8
32618;90;122.7;155.4;188.1;220.8
32619;90;122.7;155.4;188.1;220.8
32621;90;122.7;155.4;188.1;220.8
32622;90;122.7;155.4;188.1;220.8
32624;90;122.7;155.4;188.1;220.8
32625;90;122.7;155.4;188.1;220.8
32627;90;122.7;155.4;188.1;220.8
32628;90;122.7;155.4;188.1;220.8
32630;90;122.7;155.4;188.1;220.8
32631;90;122.7;155.4;188.1;220.8
32633;90;122.7;155.4;188.1;220.8
32634;90;122.7;155.4;188.1;220.8
32636;90;122.7;155.4;188.1;220.8
32637;90;122.7;155.4;188.1;220.8
32638;90;122.7;155.4;188.1;220.8
32641;48;62.37;76.74;91.11;105.48
32642;48;62.37;76.74;91.11;105.48
32643;48;62.37;76.74;91.11;105.48
32644;48;62.37;76.74;91.11;105.48
32645;48;62.37;76.74;91.11;105.48
32646;48;62.37;76.74;91.11;105.48
32647;48;62.37;76.74;91.11;105.48
32648;48;62.37;76.74;91.11;105.48
32649;48;62.37;76.74;91.11;105.48
32650;48;62.37;76.74;91.11;105.48
32651;48;62.37;76.74;91.11;105.48
32652;48;62.37;76.74;91.11;105.48
32653;48;62.37;76.74;91.11;105.48
32654;48;62.37;76.74;91.11;105.48
32655;48;62.37;76.74;91.11;105.48
32656;48;62.37;76.74;91.11;105.48
32657;48;62.37;76.74;91.11;105.48
32658;48;62.37;76.74;91.11;105.48
32659;48;62.37;76.74;91.11;105.48
32660;48;62.37;76.74;91.11;105.48
32661;48;62.37;76.74;91.11;105.48
32662;48;62.37;76.74;91.11;105.48
32663;48;62.37;76.74;91.11;105.48
32664;48;62.37;76.74;91.11;105.48
32665;48;62.37;76.74;91.11;105.48
32666;48;62.37;76.74;91.11;105.48
32667;48;62.37;76.74;91.11;105.48
32668;48;62.37;76.74;91.11;105.48
32669;48;62.37;76.74;91.11;105.48
32670;48;62.37;76.74;91.11;105.48
32671;48;62.37;76.74;91.11;105.48
32672;48;62.37;76.74;91.11;105.48
32673;48;62.37;76.74;91.11;105.48
32674;48;62.37;76.74;91.11;105.48
32675;48;62.37;76.74;91.11;105.48
32678;60;83.8;107.6;131.4;155.2
32679;60;83.8;107.6;131.4;155.2
32682;60;83.8;107.6;131.4;155.2
32683;60;83.8;107.6;131.4;155.2
32686;60;83.8;107.6;131.4;155.2
32687;60;83.8;107.6;131.4;155.2
32690;60;83.8;107.6;131.4;155.2
32691;60;83.8;107.6;131.4;155.2
32694;60;83.8;107.6;131.4;155.2
32695;60;83.8;107.6;131.4;155.2
32698;60;83.8;107.6;131.4;155.2
32699;60;83.8;107.6;131.4;155.2
32702;60;83.8;107.6;131.4;155.2
32703;60;83.8;107.6;131.4;155.2
32706;60;83.8;107.6;131.4;155.2
32707;60;83.8;107.6;131.4;155.2
32710;60;83.8;107.6;131.4;155.2
32711;60;83.8;107.6;131.4;155.2
32714;60;83.8;107.6;131.4;155.2
32715;60;83.8;107.6;131.4;155.2
32718;96;132;168;204;240
32719;96;132;168;204;240
32720;96;132;168;204;240
32721;96;132;168;204;240
32722;96;132;168;204;240
32723;96;132;168;204;240
32724;96;132;168;204;240
32725;96;132;168;204;240
32726;96;132;168;204;240
32727;96;132;168;204;240
32728;96;132;168;204;240
32729;96;132;168;204;240
32730;96;132;168;204;240
32731;96;132;168;204;240
32732;96;132;168;204;240
32733;96;132;168;204;240
32734;96;132;168;204;240
32735;96;132;168;204;240
32736;96;132;168;204;240
32737;96;132;168;204;240
32738;96;132;168;204;240
32739;96;132;168;204;240
32740;96;132;168;204;240
32741;96;132;168;204;240
32742;96;132;168;204;240
32743;96;132;168;204;240
32744;96;132;168;204;240
32747;90;122.7;155.4;188.1;220.8
32748;90;122.7;155.4;188.1;220.8
32749;90;122.7;155.4;188.1;220.8
32750;90;122.7;155.4;188.1;220.8
32751;90;122.7;155.4;188.1;220.8
32752;90;122.7;155.4;188.1;220.8
32753;90;122.7;155.4;188.1;220.8
32754;90;122.7;155.4;188.1;220.8
32755;90;122.7;155.4;188.1;220.8
32756;90;122.7;155.4;188.1;220.8
32757;90;122.7;155.4;188.1;220.8
32758;90;122.7;155.4;188.1;220.8
32759;90;122.7;155.4;188.1;220.8
32760;90;122.7;155.4;188.1;220.8
32761;90;122.7;155.4;188.1;220.8
32762;90;122.7;155.4;188.1;220.8
32763;90;122.7;155.4;188.1;220.8
32764;90;122.7;155.4;188.1;220.8
32765;90;122.7;155.4;188.1;220.8
32766;90;122.7;155.4;188.1;220.8
32767;90;122.7;155.4;188.1;220.8
32768;90;122.7;155.4;188.1;220.8
32769;90;122.7;155.4;188.1;220.8
32770;90;122.7;155.4;188.1;220.8
32771;90;122.7;155.4;188.1;220.8
32772;90;122.7;155.4;188.1;220.8
32773;90;122.7;155.4;188.1;220.8
32774;90;122.7;155.4;188.1;220.8
32901;83;113.5;144;174.5;205
32902;83;113.5;144;174.5;205
32905;83;113.5;144;174.5;205
32906;83;113.5;144;174.5;205
32909;83;113.5;144;174.5;205
32910;83;113.5;144;174.5;205
32913;83;113.5;144;174.5;205
32914;83;113.5;144;174.5;205
32917;83;113.5;144;174.5;205
32918;83;113.5;144;174.5;205
32921;83;113.5;144;174.5;205
32922;83;113.5;144;174.5;205
32925;83;113.5;144;174.5;205
32926;83;113.5;144;174.5;205
32929;83;113.5;144;174.5;205
32930;83;113.5;144;174.5;205
32933;83;113.5;144;174.5;205
32934;83;113.5;144;174.5;205
32937;83;113.5;144;174.5;205
32938;83;113.5;144;174.5;205
32941;83;113.5;144;174.5;205
32942;83;113.5;144;174.5;205
32945;83;113.5;144;174.5;205
32946;83;113.5;144;174.5;205
32949;83;113.5;144;174.5;205
32950;83;113.5;144;174.5;205
32953;96;132;168;204;240
32954;96;132;168;204;240
32955;96;132;168;204;240
32956;96;132;168;204;240
32957;96;132;168;204;240
32958;96;132;168;204;240
32959;96;132;168;204;240
32960;96;132;168;204;240
32961;96;132;168;204;240
32962;96;132;168;204;240
32963;96;132;168;204;240
32964;96;132;168;204;240
32965;96;132;168;204;240
32966;96;132;168;204;240
32967;96;132;168;204;240
32968;96;132;168;204;240
32969;96;132;168;204;240
32970;96;132;168;204;240
32971;96;132;168;204;240
32972;96;132;168;204;240
32973;96;132;168;204;240
32974;96;132;168;204;240
32975;96;132;168;204;240
32976;96;132;168;204;240
32977;96;132;168;204;240
32980;90;122.7;155.4;188.1;220.8
32981;90;122.7;155.4;188.1;220.8
32982;90;122.7;155.4;188.1;220.8
32983;90;122.7;155.4;188.1;220.8
32984;90;122.7;155.4;188.1;220.8
32985;90;122.7;155.4;188.1;220.8
32986;90;122.7;155.4;188.1;220.8
32987;90;122.7;155.4;188.1;220.8
32988;90;122.7;155.4;188.1;220.8
32989;90;122.7;155.4;188.1;220.8
32990;90;122.7;155.4;188.1;220.8
32991;90;122.7;155.4;188.1;220.8
32992;90;122.7;155.4;188.1;220.8
32993;90;122.7;155.4;188.1;220.8
32994;90;122.7;155.4;188.1;220.8
32995;90;122.7;155.4;188.1;220.8
32996;90;122.7;155.4;188.1;220.8
32997;90;122.7;155.4;188.1;220.8
32998;90;122.7;155.4;188.1;220.8
32999;90;122.7;155.4;188.1;220.8
33000;90;122.7;155.4;188.1;220.8
33001;90;122.7;155.4;188.1;220.8
33002;90;122.7;155.4;188.1;220.8
33003;90;122.7;155.4;188.1;220.8
33004;90;122.7;155.4;188.1;220.8
33005;90;122.7;155.4;188.1;220.8
33006;90;122.7;155.4;188.1;220.8
33007;90;122.7;155.4;188.1;220.8
33008;90;122.7;155.4;188.1;220.8
33009;90;122.7;155.4;188.1;220.8
33010;90;122.7;155.4;188.1;220.8
33011;90;122.7;155.4;188.1;220.8
33012;90;122.7;155.4;188.1;220.8
33013;90;122.7;155.4;188.1;220.8
33014;90;122.7;155.4;188.1;220.8
33017;66;91;116;141;166
33019;66;91;116;141;166
33020;66;91;116;141;166
33022;66;91;116;141;166
33023;66;91;116;141;166
33025;66;91;116;141;166
33026;66;91;116;141;166
33028;66;91;116;141;166
33029;66;91;116;141;166
33031;66;91;116;141;166
33032;66;91;116;141;166
33034;66;91;116;141;166
33035;66;91;116;141;166
33037;66;91;116;141;166
33038;66;91;116;141;166
33040;66;91;116;141;166
33041;66;91;116;141;166
33043;66;91;116;141;166
33044;66;91;116;141;166
33046;66;91;116;141;166
33047;66;91;116;141;166
33049;66;91;116;141;166
33050;66;91;116;141;166
33052;66;91;116;141;166
33053;66;91;116;141;166
33055;66;91;116;141;166
33056;66;91;116;141;166
33058;66;91;116;141;166
33059;66;91;116;141;166
33061;66;91;116;141;166
33062;66;91;116;141;166
33065;60;83.8;107.6;131.4;155.2
33066;60;83.8;107.6;131.4;155.2
33067;60;83.8;107.6;131.4;155.2
33068;60;83.8;107.6;131.4;155.2
33069;60;83.8;107.6;131.4;155.2
33070;60;83.8;107.6;131.4;155.2
33071;60;83.8;107.6;131.4;155.2
33072;60;83.8;107.6;131.4;155.2
33073;60;83.8;107.6;131.4;155.2
33074;60;83.8;107.6;131.4;155.2
33075;60;83.8;107.6;131.4;155.2
33076;60;83.8;107.6;131.4;155.2
33077;60;83.8;107.6;131.4;155.2
33078;60;83.8;107.6;131.4;155.2
33079;60;83.8;107.6;131.4;155.2
33080;60;83.8;107.6;131.4;155.2
33081;60;83.8;107.6;131.4;155.2
33082;60;83.8;107.6;131.4;155.2
33083;60;83.8;107.6;131.4;155.2
33084;60;83.8;107.6;131.4;155.2
33085;60;83.8;107.6;131.4;155.2
33086;60;83.8;107.6;131.4;155.2
33087;60;83.8;107.6;131.4;155.2
33088;60;83.8;107.6;131.4;155.2
33089;60;83.8;107.6;131.4;155.2
33090;60;83.8;107.6;131.4;155.2
33091;60;83.8;107.6;131.4;155.2
33092;60;83.8;107.6;131.4;155.2
33095;101;139.1;177.2;215.3;253.4
33097;101;139.1;177.2;215.3;253.4
33098;101;139.1;177.2;215.3;253.4
33100;101;139.1;177.2;215.3;253.4
33101;101;139.1;177.2;215.3;253.4
33103;101;139.1;177.2;215.3;253.4
33104;101;139.1;177.2;215.3;253.4
33106;101;139.1;177.2;215.3;253.4
33107;101;139.1;177.2;215.3;253.4
33109;101;139.1;177.2;215.3;253.4
33110;101;139.1;177.2;215.3;253.4
33112;101;139.1;177.2;215.3;253.4
33113;101;139.1;177.2;215.3;253.4
33115;101;139.1;177.2;215.3;253.4
33116;101;139.1;177.2;215.3;253.4
33118;101;139.1;177.2;215.3;253.4
33119;101;139.1;177.2;215.3;253.4
33121;101;139.1;177.2;215.3;253.4
33122;101;139.1;177.2;215.3;253.4
33124;101;139.1;177.2;215.3;253.4
33125;101;139.1;177.2;215.3;253.4
33127;101;139.1;177.2;215.3;253.4
33128;101;139.1;177.2;215.3;253.4
33130;101;139.1;177.2;215.3;253.4
33131;101;139.1;177.2;215.3;253.4
33133;101;139.1;177.2;215.3;253.4
33136;90;122.7;155.4;188.1;220.8
33137;90;122.7;155.4;188.1;220.8
33138;90;122.7;155.4;188.1;220.8
33139;90;122.7;155.4;188.1;220.8
33140;90;122.7;155.4;188.1;220.8
33141;90;122.7;155.4;188.1;220.8
33142;90;122.7;155.4;188.1;220.8
33143;90;122.7;155.4;188.1;220.8
33144;90;122.7;155.4;188.1;220.8
33145;90;122.7;155.4;188.1;220.8
33146;90;122.7;155.4;188.1;220.8
33147;90;122.7;155.4;188.1;220.8
33148;90;122.7;155.4;188.1;220.8
33149;90;122.7;155.4;188.1;220.8
33150;90;122.7;155.4;188.1;220.8
33151;90;122.7;155.4;188.1;220.8
33152;90;122.7;155.4;188.1;220.8
33153;90;122.7;155.4;188.1;220.8
33154;90;122.7;155.4;188.1;220.8
33155;90;122.7;155.4;188.1;220.8
33156;90;122.7;155.4;188.1;220.8
33157;90;122.7;155.4;188.1;220.8
33158;90;122.7;155.4;188.1;220.8
33159;90;122.7;155.4;188.1;220.8
33160;90;122.7;155.4;188.1;220.8
33161;90;122.7;155.4;188.1;220.8
33162;90;122.7;155.4;188.1;220.8
33163;90;122.7;155.4;188.1;220.8
33164;90;122.7;155.4;188.1;220.8
33165;90;122.7;155.4;188.1;220.8
33168;90;122.7;155.4;188.1;220.8
33171;90;122.7;155.4;188.1;220.8
33173;90;122.7;155.4;188.1;220.8
33176;90;122.7;155.4;188.1;220.8
33178;90;122.7;155.4;188.1;220.8
33181;90;122.7;155.4;188.1;220.8
33183;90;122.7;155.4;188.1;220.8
33186;90;122.7;155.4;188.1;220.8
33188;90;122.7;155.4;188.1;220.8
33191;90;122.7;155.4;188.1;220.8
33193;90;122.7;155.4;188.1;220.8
33196;90;122.7;155.4;188.1;220.8
33198;90;122.7;155.4;188.1;220.8
33201;90;122.7;155.4;188.1;220.8
33203;90;122.7;155.4;188.1;220.8
33206;90;122.7;155.4;188.1;220.8
33208;90;122.7;155.4;188.1;220.8
33211;90;122.7;155.4;188.1;220.8
33213;90;122.7;155.4;188.1;220.8
33216;90;122.7;155.4;188.1;220.8
33218;90;122.7;155.4;188.1;220.8
33221;90;122.7;155.4;188.1;220.8
33223;90;122.7;155.4;188.1;220.8
33226;90;122.7;155.4;188.1;220.8
33228;90;122.7;155.4;188.1;220.8
33231;90;122.7;155.4;188.1;220.8
33233;90;122.7;155.4;188.1;220.8
33236;90;122.7;155.4;188.1;220.8
33239;32;40.25;48.5;56.75;65
33240;32;40.25;48.5;56.75;65
33241;32;40.25;48.5;56.75;65
33242;32;40.25;48.5;56.75;65
33243;32;40.25;48.5;56.75;65
33244;32;40.25;48.5;56.75;65
33245;32;40.25;48.5;56.75;65
33246;32;40.25;48.5;56.75;65
33247;32;40.25;48.5;56.75;65
33248;32;40.25;48.5;56.75;65
33249;32;40.25;48.5;56.75;65
33250;32;40.25;48.5;56.75;65
33251;32;40.25;48.5;56.75;65
33252;32;40.25;48.5;56.75;65
33253;32;40.25;48.5;56.75;65
33254;32;40.25;48.5;56.75;65
33255;32;40.25;48.5;56.75;65
33256;32;40.25;48.5;56.75;65
33257;32;40.25;48.5;56.75;65
33258;32;40.25;48.5;56.75;65
33259;32;40.25;48.5;56.75;65
33260;32;40.25;48.5;56.75;65
33261;32;40.25;48.5;56.75;65
33262;32;40.25;48.5;56.75;65
33263;32;40.25;48.5;56.75;65
33264;32;40.25;48.5;56.75;65
33265;32;40.25;48.5;56.75;65
33266;32;40.25;48.5;56.75;65
33267;32;40.25;48.5;56.75;65
33268;32;40.25;48.5;56.75;65
33269;32;40.25;48.5;56.75;65
33270;32;40.25;48.5;56.75;65
33271;32;40.25;48.5;56.75;65
33272;32;40.25;48.5;56.75;65
33273;32;40.25;48.5;56.75;65
33274;32;40.25;48.5;56.75;65
33275;32;40.25;48.5;56.75;65
33276;32;40.25;48.5;56.75;65
33277;32;40.25;48.5;56.75;65
33278;32;40.25;48.5;56.75;65
33279;32;40.25;48.5;56.75;65
33280;32;40.25;48.5;56.75;65
33281;32;40.25;48.5;56.75;65
33282;32;40.25;48.5;56.75;65
33283;32;40.25;48.5;56.75;65
33284;32;40.25;48.5;56.75;65
33285;32;40.25;48.5;56.75;65
33286;32;40.25;48.5;56.75;65
33287;32;40.25;48.5;56.75;65
33288;32;40.25;48.5;56.75;65
33289;32;40.25;48.5;56.75;65
33290;32;40.25;48.5;56.75;65
33291;32;40.25;48.5;56.75;65
33292;32;40.25;48.5;56.75;65
33293;32;40.25;48.5;56.75;65
33294;32;40.25;48.5;56.75;65
33295;32;40.25;48.5;56.75;65
33296;32;40.25;48.5;56.75;65
33297;32;40.25;48.5;56.75;65
33298;32;40.25;48.5;56.75;65
33299;32;40.25;48.5;56.75;65
33300;32;40.25;48.5;56.75;65
33301;32;40.25;48.5;56.75;65
33302;32;40.25;48.5;56.75;65
33303;32;40.25;48.5;56.75;65
33304;32;40.25;48.5;56.75;65
33305;32;40.25;48.5;56.75;65
33306;32;40.25;48.5;56.75;65
33307;32;40.25;48.5;56.75;65
33308;32;40.25;48.5;56.75;65
33309;32;40.25;48.5;56.75;65
33310;32;40.25;48.5;56.75;65
33313;48;62.37;76.74;91.11;105.48
33314;48;62.37;76.74;91.11;105.48
33315;48;62.37;76.74;91.11;105.48
33316;48;62.37;76.74;91.11;105.48
33317;48;62.37;76.74;91.11;105.48
33318;48;62.37;76.74;91.11;105.48
33319;48;62.37;76.74;91.11;105.48
33320;48;62.37;76.74;91.11;105.48
33321;48;62.37;76.74;91.11;105.48
33322;48;62.37;76.74;91.11;105.48
33323;48;62.37;76.74;91.11;105.48
33324;48;62.37;76.74;91.11;105.48
33325;48;62.37;76.74;91.11;105.48
33326;48;62.37;76.74;91.11;105.48
33327;48;62.37;76.74;91.11;105.48
33328;48;62.37;76.74;91.11;105.48
33329;48;62.37;76.74;91.11;105.48
33330;48;62.37;76.74;91.11;105.48
33331;48;62.37;76.74;91.11;105.48
33332;48;62.37;76.74;91.11;105.48
33333;48;62.37;76.74;91.11;105.48
33334;48;62.37;76.74;91.11;105.48
33335;48;62.37;76.74;91.11;105.48
33336;48;62.37;76.74;91.11;105.48
33337;48;62.37;76.74;91.11;105.48
33340;48;62.37;76.74;91.11;105.48
33341;48;62.37;76.74;91.11;105.48
33342;48;62.37;76.74;91.11;105.48
33343;48;62.37;76.74;91.11;105.48
33344;48;62.37;76.74;91.11;105.48
33345;48;62.37;76.74;91.11;105.48
33346;48;62.37;76.74;91.11;105.48
33347;48;62.37;76.74;91.11;105.48
33350;32;40.25;48.5;56.75;65
33351;32;40.25;48.5;56.75;65
33352;32;40.25;48.5;56.75;65
33353;32;40.25;48.5;56.75;65
33354;32;40.25;48.5;56.75;65
33355;32;40.25;48.5;56.75;65
33356;32;40.25;48.5;56.75;65
33359;32;40.25;48.5;56.75;65
33360;32;40.25;48.5;56.75;65
33361;32;40.25;48.5;56.75;65
33362;32;40.25;48.5;56.75;65
33363;32;40.25;48.5;56.75;65
33364;32;40.25;48.5;56.75;65
33365;32;40.25;48.5;56.75;65
33366;32;40.25;48.5;56.75;65
33367;32;40.25;48.5;56.75;65
33368;32;40.25;48.5;56.75;65
33369;32;40.25;48.5;56.75;65
33370;32;40.25;48.5;56.75;65
33371;32;40.25;48.5;56.75;65
33372;32;40.25;48.5;56.75;65
33373;32;40.25;48.5;56.75;65
33374;32;40.25;48.5;56.75;65
33375;32;40.25;48.5;56.75;65
33376;32;40.25;48.5;56.75;65
33377;32;40.25;48.5;56.75;65
33378;32;40.25;48.5;56.75;65
33379;32;40.25;48.5;56.75;65
33380;32;40.25;48.5;56.75;65
33381;32;40.25;48.5;56.75;65
33382;32;40.25;48.5;56.75;65
33383;32;40.25;48.5;56.75;65
33384;32;40.25;48.5;56.75;65
33385;32;40.25;48.5;56.75;65
33386;32;40.25;48.5;56.75;65
33387;32;40.25;48.5;56.75;65
33388;32;40.25;48.5;56.75;65
33389;32;40.25;48.5;56.75;65
33390;32;40.25;48.5;56.75;65
33391;32;40.25;48.5;56.75;65
33392;32;40.25;48.5;56.75;65
33393;32;40.25;48.5;56.75;65
33394;32;40.25;48.5;56.75;65
33395;32;40.25;48.5;56.75;65
33396;32;40.25;48.5;56.75;65
33397;32;40.25;48.5;56.75;65
33398;32;40.25;48.5;56.75;65
33399;32;40.25;48.5;56.75;65
33400;32;40.25;48.5;56.75;65
33401;32;40.25;48.5;56.75;65
33402;32;40.25;48.5;56.75;65
33403;32;40.25;48.5;56.75;65
33404;32;40.25;48.5;56.75;65
33405;32;40.25;48.5;56.75;65
33406;32;40.25;48.5;56.75;65
33407;32;40.25;48.5;56.75;65
33408;32;40.25;48.5;56.75;65
33409;32;40.25;48.5;56.75;65
33410;32;40.25;48.5;56.75;65
33411;32;40.25;48.5;56.75;65
33412;32;40.25;48.5;56.75;65
33413;32;40.25;48.5;56.75;65
33414;32;40.25;48.5;56.75;65
33415;32;40.25;48.5;56.75;65
33416;32;40.25;48.5;56.75;65
33417;32;40.25;48.5;56.75;65
33418;32;40.25;48.5;56.75;65
33419;32;40.25;48.5;56.75;65
33420;32;40.25;48.5;56.75;65
33421;32;40.25;48.5;56.75;65
33422;32;40.25;48.5;56.75;65
33423;32;40.25;48.5;56.75;65
33424;32;40.25;48.5;56.75;65
33425;32;40.25;48.5;56.75;65
33426;32;40.25;48.5;56.75;65
33427;32;40.25;48.5;56.75;65
33428;32;40.25;48.5;56.75;65
33429;32;40.25;48.5;56.75;65
33430;32;40.25;48.5;56.75;65
33431;32;40.25;48.5;56.75;65
33432;32;40.25;48.5;56.75;65
33433;32;40.25;48.5;56.75;65
33436;48;62.37;76.74;91.11;105.48
33437;48;62.37;76.74;91.11;105.48
33438;48;62.37;76.74;91.11;105.48
33439;48;62.37;76.74;91.11;105.48
33440;48;62.37;76.74;91.11;105.48
33441;48;62.37;76.74;91.11;105.48
33442;48;62.37;76.74;91.11;105.48
33443;48;62.37;76.74;91.11;105.48
33444;48;62.37;76.74;91.11;105.48
33445;48;62.37;76.74;91.11;105.48
33446;48;62.37;76.74;91.11;105.48
33447;48;62.37;76.74;91.11;105.48
33448;48;62.37;76.74;91.11;105.48
33449;48;62.37;76.74;91.11;105.48
33450;48;62.37;76.74;91.11;105.48
33451;48;62.37;76.74;91.11;105.48
33452;48;62.37;76.74;91.11;105.48
33453;48;62.37;76.74;91.11;105.48
33454;48;62.37;76.74;91.11;105.48
33455;48;62.37;76.74;91.11;105.48
33456;48;62.37;76.74;91.11;105.48
33457;48;62.37;76.74;91.11;105.48
33458;48;62.37;76.74;91.11;105.48
33459;48;62.37;76.74;91.11;105.48
33460;48;62.37;76.74;91.11;105.48
33461;48;62.37;76.74;91.11;105.48
33462;48;62.37;76.74;91.11;105.48
33463;48;62.37;76.74;91.11;105.48
33464;48;62.37;76.74;91.11;105.48
33465;48;62.37;76.74;91.11;105.48
33466;48;62.37;76.74;91.11;105.48
33467;48;62.37;76.74;91.11;105.48
33468;48;62.37;76.74;91.11;105.48
33469;48;62.37;76.74;91.11;105.48
33470;48;62.37;76.74;91.11;105.48
33471;48;62.37;76.74;91.11;105.48
33472;48;62.37;76.74;91.11;105.48
33475;32;40.25;48.5;56.75;65
33476;32;40.25;48.5;56.75;65
33477;32;40.25;48.5;56.75;65
33478;32;40.25;48.5;56.75;65
33479;32;40.25;48.5;56.75;65
33480;32;40.25;48.5;56.75;65
33481;32;40.25;48.5;56.75;65
33482;32;40.25;48.5;56.75;65
33483;32;40.25;48.5;56.75;65
33484;32;40.25;48.5;56.75;65
33485;32;40.25;48.5;56.75;65
33486;32;40.25;48.5;56.75;65
33487;32;40.25;48.5;56.75;65
33488;32;40.25;48.5;56.75;65
33489;32;40.25;48.5;56.75;65
33490;32;40.25;48.5;56.75;65
33491;32;40.25;48.5;56.75;65
33492;32;40.25;48.5;56.75;65
33493;32;40.25;48.5;56.75;65
33494;32;40.25;48.5;56.75;65
33495;32;40.25;48.5;56.75;65
33496;32;40.25;48.5;56.75;65
33497;32;40.25;48.5;56.75;65
33498;32;40.25;48.5;56.75;65
33499;32;40.25;48.5;56.75;65
33500;32;40.25;48.5;56.75;65
33501;32;40.25;48.5;56.75;65
33502;32;40.25;48.5;56.75;65
33503;32;40.25;48.5;56.75;65
33504;32;40.25;48.5;56.75;65
33505;32;40.25;48.5;56.75;65
33506;32;40.25;48.5;56.75;65
33507;32;40.25;48.5;56.75;65
33508;32;40.25;48.5;56.75;65
33509;32;40.25;48.5;56.75;65
33510;32;40.25;48.5;56.75;65
33511;32;40.25;48.5;56.75;65
33512;32;40.25;48.5;56.75;65
33513;32;40.25;48.5;56.75;65
33514;32;40.25;48.5;56.75;65
33515;32;40.25;48.5;56.75;65
33516;32;40.25;48.5;56.75;65
33517;32;40.25;48.5;56.75;65
33518;32;40.25;48.5;56.75;65
33519;32;40.25;48.5;56.75;65
33520;32;40.25;48.5;56.75;65
33521;32;40.25;48.5;56.75;65
33522;32;40.25;48.5;56.75;65
33523;32;40.25;48.5;56.75;65
33524;32;40.25;48.5;56.75;65
33525;32;40.25;48.5;56.75;65
33526;32;40.25;48.5;56.75;65
33527;32;40.25;48.5;56.75;65
33528;32;40.25;48.5;56.75;65
33529;32;40.25;48.5;56.75;65
33530;32;40.25;48.5;56.75;65
33531;32;40.25;48.5;56.75;65
33534;23;28.5;34;41;44
33535;23;28.5;34;41;44
33536;23;28.5;34;41;44
33537;23;28.5;34;41;44
33538;23;28.5;34;41;44
33539;23;28.5;34;41;44
33540;23;28.5;34;41;44
33541;23;28.5;34;41;44
33542;23;28.5;34;41;44
33543;23;28.5;34;41;44
33544;23;28.5;34;41;44
33545;23;28.5;34;41;44
33546;23;28.5;34;41;44
